List of Rectangle Side Lengths, Number of Blockers, and Ratios R(m,n;r):

Side Lengths: 4 x 2
Number of Blockers | Ratio
78 | 1.0310028351409875
79 | 1.0
80 | 1.030448182721396
81 | 1.0
82 | 1.0299234412856986
83 | 1.0
84 | 1.0294265511762442
85 | 1.0
86 | 1.028955645025178
87 | 1.0
88 | 1.028509026094798
89 | 1.0
90 | 1.0280851494923593
91 | 1.0
92 | 1.027682605824472
93 | 1.0
94 | 1.0273001069298835
95 | 1.0
96 | 1.026936473389307
97 | 1.0
98 | 1.0265906235599198
99 | 1.0
100 | 1.0262615639223343
101 | 1.0
102 | 1.025948380560973
103 | 1.0
104 | 1.0256502316262066
105 | 1.0
106 | 1.025366340649398
107 | 1.0
108 | 1.025095990601019
109 | 1.0
110 | 1.0248385185979016
111 | 1.0
112 | 1.0245933111790768
113 | 1.0
114 | 1.0243598000809115
115 | 1.0
116 | 1.024137458451782
117 | 1.0
118 | 1.0239257974546154
119 | 1.0
120 | 1.0237243632124975
121 | 1.0
122 | 1.0235327340584197
123 | 1.0
124 | 1.023350518055253
125 | 1.0
126 | 1.0231773507563546
127 | 1.0
128 | 1.0230128931809044
129 | 1.0
130 | 1.0228568299812764
131 | 1.0
132 | 1.0227088677825131
133 | 1.0
134 | 1.0225687336763591
135 | 1.0
136 | 1.022436173854399
137 | 1.0
138 | 1.0223109523666571
139 | 1.0
140 | 1.0221928499936
141 | 1.0
142 | 1.022081663220862
143 | 1.0
144 | 1.0219772033072427
145 | 1.0
146 | 1.0218792954375824
147 | 1.0
148 | 1.0217877779530695
149 | 1.0
150 | 1.0217025016523706
151 | 1.0
152 | 1.021623329157702
153 | 1.0
154 | 1.0215501343406292
155 | 1.0
156 | 1.021482801802961
157 | 1.0
158 | 1.021421226408621
159 | 1.0
160 | 1.0213653128628668
161 | 1.0
162 | 1.0213149753356243
163 | 1.0
164 | 1.0212701371261144
165 | 1.0
166 | 1.0212307303662715
167 | 1.0
168 | 1.0211966957607905
169 | 1.0
170 | 1.0211679823619133
171 | 1.0
172 | 1.021144547377349
173 | 1.0
174 | 1.0211263560099622
175 | 1.0
176 | 1.0211133813281033
177 | 1.0
178 | 1.0211056041656748
179 | 1.0
180 | 1.021103013051238
